date,price,market_cap,volume,community_score,public_interest_score,fear_greed,price_5_SMA,price_10_SMA,price_25_SMA,price_50_SMA,price_75_SMA,price_100_SMA,price_150_SMA,price_200_SMA,price_250_SMA,price_300_SMA,price_350_SMA,fear_greed_3_SMA,fear_greed_5_SMA,fear_greed_7_SMA,fear_greed_9_SMA,fear_greed_11_SMA,fear_greed_13_SMA,fear_greed_15_SMA,fear_greed_30_SMA
2021-01-08,0.26685278160989356,0.24928505701230097,0.2925881930664684,1.0,0.005859313802287326,0.93,0.8206518606431041,0.9275654551547396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.932,0.9328571428571429,0.9355555555555556,0.9309090909090909,0.9284615384615384,0.0,0.0
2021-01-09,0.17061885286465686,0.15493117594491476,0.12716578040982374,0.0009556582260978414,0.005859313802287326,0.93,0.8365202348951871,0.9159677593502488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9233333333333333,0.93,0.9314285714285714,0.9333333333333332,0.9327272727272726,0.93,0.9286666666666666,0.0
2021-01-10,0.2809164975213506,0.28337498191145705,0.08303967848696407,9.657755183298338e-06,0.005859313802287326,0.94,0.8607524239648925,0.9091305150435365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333332,0.932,0.9328571428571429,0.9333333333333332,0.9354545454545454,0.9315384615384616,0.9293333333333333,0.0
2021-01-11,0.1623944349109759,0.14217350995996747,0.09028912339296571,1.0136602507645137e-05,0.005859313802287326,0.9,0.8579923351753151,0.9027641873471133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9233333333333333,0.922,0.927142857142857,0.9288888888888889,0.9309090909090909,0.9307692307692308,0.9286666666666666,0.0
2021-01-12,0.0,0.0,0.08300488117261155,1.0462894783952672e-05,0.005859313802287326,0.84,0.8180148915858138,0.883147719114596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8933333333333333,0.9079999999999999,0.9142857142857143,0.9188888888888889,0.9218181818181819,0.9253846153846154,0.9233333333333333,0.0
2021-01-13,0.0,0.0,0.0,1.0968373381940952e-05,0.005859313802287326,0.78,0.7824305512973375,0.8690165810141911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.878,0.89,0.9011111111111112,0.9072727272727273,0.9123076923076923,0.9146666666666667,0.0
2021-01-14,0.24305171964236433,0.24562796872933731,0.11149695926581556,0.000988626045290147,0.005859313802287326,0.83,0.7810180422630362,0.8768529757457336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8166666666666668,0.858,0.8785714285714286,0.89,0.8981818181818181,0.9038461538461539,0.9093333333333333,0.0
2021-01-15,0.27535417675132995,0.27509444310802555,0.13436454204849796,0.001000991226416792,0.005859313802287326,0.88,0.7726993656126756,0.8854795479366458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.846,0.8714285714285714,0.8822222222222222,0.8927272727272727,0.8992307692307692,0.9046666666666667,0.0
2021-01-16,0.29639105263459886,0.30754879240376704,0.25956450873864534,0.001011774501824947,0.0,0.84,0.7775868194292795,0.8866327734156269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.8340000000000001,0.8585714285714287,0.8744444444444445,0.8845454545454545,0.8923076923076922,0.898,0.0
2021-01-17,0.9227083962356432,0.9373734217872762,0.7907434895406661,0.0010244462435769633,0.0,0.79,0.8662168790586523,0.913006919706202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8366666666666667,0.8240000000000001,0.8371428571428571,0.8588888888888888,0.87,0.8807692307692307,0.888,0.0
2021-01-18,1.0,1.0,0.987500047104283,2.282707025916174e-05,0.0,0.79,0.9898850458282473,0.9607563711137649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8066666666666668,0.826,0.8214285714285714,0.8433333333333333,0.859090909090909,0.87,0.8786666666666666,0.0
2021-01-19,1.0,1.0,1.0,2.3239293068068568e-05,0.0,0.8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7933333333333333,0.82,0.8157142857142857,0.8277777777777777,0.8472727272727273,0.8584615384615384,0.8693333333333334,0.0
2021-01-20,0.7659804463224483,0.7529523889569193,0.5332908092308224,2.276315802704349e-05,0.0,0.78,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.8,0.8157142857142857,0.8144444444444444,0.8336363636363636,0.8484615384615384,0.8593333333333334,0.0
2021-01-21,0.7205299410574383,0.6975367566368402,0.3292218749393684,0.0010635087522223377,0.0,0.75,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7766666666666667,0.782,0.8042857142857143,0.8044444444444444,0.8163636363636364,0.8346153846153846,0.846,0.0
2021-01-22,0.4749748583660415,0.4845417657423285,0.24209674653816599,0.0010703017776544277,0.0,0.4,0.9885333349972044,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6433333333333333,0.7040000000000001,0.7357142857142857,0.7622222222222222,0.770909090909091,0.7938461538461539,0.812,0.0
2021-01-23,0.680685537142707,0.6779420318093031,0.4136719980562946,0.0010761377324419526,0.0,0.74,0.9823126855923424,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.6940000000000001,0.7214285714285714,0.7522222222222222,0.7618181818181818,0.7784615384615384,0.7993333333333333,0.0
2021-01-24,0.9040289772349501,0.87735570186181,0.37790303777825707,0.001086823300155967,0.0,0.7,0.9700495377336549,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6133333333333334,0.674,0.7085714285714286,0.7322222222222223,0.7545454545454545,0.7630769230769231,0.784,0.8563333333333334
2021-01-25,0.8216244225820698,0.8121620963755323,0.2664738438697613,2.6064262824356865e-05,0.0,0.74,0.9771597079564686,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7266666666666667,0.6659999999999999,0.7014285714285714,0.7211111111111111,0.7463636363636365,0.7553846153846153,0.7706666666666666,0.85
2021-01-26,0.74281956657485,0.737704108479336,0.18110423668337042,0.0010982954118133933,0.0,0.71,0.9800078694698033,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7166666666666667,0.6579999999999999,0.6885714285714286,0.7122222222222223,0.730909090909091,0.75,0.758,0.8433333333333333
2021-01-27,0.75754274075877,0.7479252109857067,0.12777611834870736,2.7139395524407763e-05,0.0,0.78,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7433333333333333,0.7340000000000001,0.6885714285714286,0.7111111111111111,0.7254545454545455,0.7461538461538462,0.754,0.8386666666666666
2021-01-28,0.6129106373236346,0.5971547346899726,0.11226446317153335,0.0011145654129452122,0.0,0.55,0.9914770849529554,0.9925767975331079,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.696,0.66,0.6833333333333332,0.7036363636363636,0.7207692307692308,0.7386666666666666,0.8266666666666667
2021-01-29,0.8445332095795448,0.8520968007105002,0.3232679453072741,0.001127516161303393,0.0,0.77,0.9839952978202651,0.9826670765475471,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.71,0.712857142857143,0.6822222222222223,0.7018181818181819,0.7153846153846153,0.7346666666666667,0.8220000000000001
2021-01-30,0.8130996521874949,0.8036522660136917,0.6110156388400348,0.0011418395515311176,0.0,0.76,0.9829232800959677,0.9856705358839172,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6933333333333332,0.7140000000000001,0.7157142857142857,0.6833333333333332,0.6981818181818181,0.713076923076923,0.7266666666666667,0.8156666666666667
2021-01-31,1.0,1.0,0.5538685593596251,1.0,0.0,0.78,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.728,0.7271428571428571,0.7255555555555556,0.6981818181818181,0.7123076923076923,0.7226666666666667,0.8103333333333333
2021-02-01,1.0,1.0,1.0,4.507594692168406e-05,0.0,0.77,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.726,0.7314285714285714,0.7288888888888888,0.7,0.71,0.7213333333333334,0.8046666666666666
2021-02-02,0.9614770385209958,0.9506769602024469,0.6217163898319984,4.7869258150241315e-05,0.0,0.76,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.768,0.7385714285714287,0.7355555555555555,0.7327272727272727,0.7084615384615384,0.7193333333333334,0.799
2021-02-03,0.9155364708393235,0.909552043474711,0.32106548955441466,0.0009958286662310077,0.0,0.78,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.77,0.7385714285714287,0.74,0.7363636363636364,0.7107692307692308,0.718,0.7936666666666666
2021-02-04,1.0,1.0,0.35020017705914347,0.0010116124054662136,0.0,0.8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.778,0.7742857142857144,0.75,0.7454545454545455,0.7415384615384616,0.7193333333333334,0.7893333333333333
2021-02-05,0.9742641247495569,0.9739848706539663,0.3661564008365558,0.001026841289842359,0.0,0.81,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7966666666666667,0.784,0.78,0.7533333333333333,0.7518181818181818,0.7469230769230769,0.7233333333333333,0.7846666666666667
2021-02-06,1.0,1.0,0.6416151427533613,0.0010400325474270325,0.0,0.84,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8166666666666668,0.7979999999999999,0.7914285714285714,0.7855555555555556,0.7636363636363636,0.7576923076923078,0.7526666666666667,0.7823333333333333
2021-02-07,0.8789226434953519,0.8725612577585525,0.31646962724894184,0.0010514950582292584,0.0,0.86,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8366666666666667,0.818,0.8028571428571429,0.7955555555555556,0.770909090909091,0.7669230769230769,0.7606666666666666,0.78
2021-02-08,0.9501029332161526,0.9431373925975585,0.41243804401897627,0.1089587243473414,0.0,0.83,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8433333333333333,0.828,0.8114285714285714,0.8033333333333332,0.7963636363636364,0.7761538461538461,0.7693333333333334,0.7766666666666667
2021-02-09,1.0,1.0,0.4868572368473723,6.789976273084766e-05,0.0,0.95,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.858,0.8385714285714286,0.8222222222222223,0.8127272727272726,0.7892307692307692,0.7833333333333333,0.777
2021-02-10,1.0,1.0,0.3026788062934126,0.0010817513449516373,0.0,0.92,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.88,0.8585714285714287,0.8388888888888889,0.8272727272727274,0.8176923076923077,0.7973333333333333,0.7776666666666666
2021-02-11,1.0,1.0,0.9866455651155488,1.0,0.0,0.93,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333332,0.898,0.8771428571428571,0.8577777777777778,0.8409090909090909,0.83,0.8073333333333333,0.7806666666666666
